title,text,subject,is_fake_news
 This 4-Year Old Tweet From Donald Trump Shows Us He’s AT LEAST As Perverted As Roy Moore,"After Hollywood producer Harvey Weinstein was finally publicly outed after decades of alleged sexual abuses toward women, a #metoo hashtag formed and a dam broke. Suddenly it seemed that every time we turned on our computers, every time we received a phone alert, it was yet another man outed as an abuser.The worst of the worst of sexual abusers, though, are those who abuse children. Roy Moore, the right-wing Christian nut-job who s running for Senate in Alabama has been accused of doing just that. Five women have now come forward alleging that Moore  dated  them and worse while they were teens and he was in his 30s.This all began almost a year to the day after an audio tape of Donald Trump bragging about how he s such a big star he can just grab women s pussies. Is it possible, though, that Trump is as bad, if not worse, than Moore?While liberals and Democrats have decried the alleged abusers, regardless of ideology or party affiliation, Republicans have taken a *shall we say* more nuanced stance when it comes to Moore. They have invoked the Bible, saying that the Virgin Mary was a teenager when Jesus was born. Of course, much like they forget the  well regulated militia  part of the Second Amendment, these men who would slut shame their own sisters if they were Democrats who wanted birth control, suddenly forgot the first part of Mary s moniker. They also defended Moore by saying that he was just a fragile young buck of 32, who couldn t have possibly known better, while his alleged victims were well on their way to adulthood at 14 and 16.Donald Trump has been surprisingly mum about the Moore allegations, but spokesperson Kellyanne Conway carefully straddled the line by saying that  if  the allegations were true, Moore should resign. Trump, though, had something interesting to say about the subject of statutory rape three years ago. In a tweet, Trump called it  talent  to  date  a woman who s young enough to be his daughter. Note: he was married to Melania at the time.@rexrode_lisa ""@realDonaldTrump you date girls young enough to be your daughter.That's perverted"" Dated. No, that's talent.  Donald J. Trump (@realDonaldTrump) July 23, 2013  This wasn t the first time Trump expressed interest in young girls. At least twice, Trump was heard saying that he would soon be dating girls who, at the time, were very underaged.Donald Trump once told 14-year-old girls, 'In a couple of years, I'll be dating you' https://t.co/nslYeqp8dg pic.twitter.com/ayDeW6nGNz  L.A. Times Politics (@latimespolitics) October 13, 2016  In 1992, he said about a 10-year-old girl that he would be  dating her in 10 years.  Here s the video:All of this, of course, was out there before the election and Trump voters didn t care. Trump voters in Alabama don t care about the allegations against Moore either. A poll taken after the accusations began to surface showed Moore with a 10 point lead against his Democratic opponent, Doug Jones. If we haven t thrown in the moral towel as a country, Republicans certainly have. Jerry Falwell s moral majority has turned into an immoral minority of right-wing ideologues who would pimp out their own daughters if it meant putting another Republican in Congress.Featured image via Drew Angerer/Getty Images.",News,yes
Trump aides hope win on taxes will stem slide in poll numbers,"WASHINGTON (Reuters) - Near the end of President Donald Trump’s rocky first year in office, White House aides view imminent victory on a tax overhaul as a starting point to strengthen his weak approval ratings ahead of key congressional elections next November. Some Republicans said any effort at a political turnaround must include reining in Trump’s habit of lashing out at critics on Twitter. White House aides said they recognized that Trump’s poll numbers needed to start rising to limit the damage in 2018 elections in which his fellow Republicans’ continued control of Congress will be at stake. A Democratic takeover of the House of Representatives and Senate could jeopardize Trump’s agenda. “We have to grow, we have to move up, and I think having more successes like the tax vote will be important to us,” said a senior White House official. Administration officials said Trump would seek to use momentum generated from the biggest tax rewrite in 30 years to help propel other legislative priorities, including an infrastructure program and welfare reform. Final passage of the Republican tax bill is expected on Wednesday in what would be Trump’s first major legislative victory since taking office in January. But the tax bill carries risks. Republicans insist it will boost the economy and job growth. Democrats condemn it as a giveaway to corporations and the rich. In a Reuters/Ipsos poll, some 52 percent of adults said they opposed the tax plan, while 27 percent supported it. Unless Trump practices greater discipline, some Republican strategists see disaster looming in the congressional elections, in which a third of the 100-member Senate and all 435 seats in the House will be up for grabs. “Stop tweeting and start the new year with a new level of message discipline. Just try it. It’ll work. And you’ll get those poll numbers back up,” said Republican strategist Scott Reed. “They’ve got to focus on that job approval number because it’s a historic death watch for midterm elections. The record is strong. His discipline is key for year two,” Reed said. Trump has repeatedly caused controversy with early morning tweets, particularly those aimed at individuals. He raised hackles recently when he tweeted that Democratic Senator Kirsten Gillibrand “would do anything” for campaign donations. “There are definitely moments that we’d all like to see stop,” one senior aide said. “Some of the early morning stuff has not been helpful over the last few weeks.” There has been some talk in the White House and among Trump’s outside advisers about hiring a senior political adviser akin to former President Barack Obama’s political aide David Axelrod or former President George W. Bush’s adviser Karl Rove. The White House political director, Bill Stepien, is seen as a more data-driven adviser. Trump, who sees himself as his own strategist, does not have anyone steeped in politics like his former White House chief of staff, Reince Priebus, or former chief strategist Steve Bannon. Aides said there was some discussion of getting Trump into events with smaller settings in order to show a more personal side of the president. His standard appearance is to go to an event, deliver a speech to a big crowd and leave.    Trump is up against a historical trend in which the party that holds the White House typically loses seats in the first congressional elections after a president’s initial two years in office.  Democratic President Bill Clinton had a 46 percent approval rating in November 1994 and his party still lost 54 seats in the House and eight in the Senate. Trump was at 41 percent in a mid-December poll from NBC News and the Wall Street Journal. Republican strategist Ford O’Connell said Trump had done much to keep his conservative base of support happy but had to expand his popularity. To do that, he needs to ease voters’ concerns about his fitness for office. “What he has to do to win over people like independents and never-Trumpers is make the American people feel comfortable with him as president,” said O’Connell. “His achievements are quite striking, but he’s just not connecting (with the public).” ",politicsNews,no
 Time Magazine Humiliates Trump After He Lies About Award,"Donald Trump isn t polling well in the readers  choice poll, getting his ass kicked in Time s Person Of The Year by Taylor Swift, the #MeToo movement, and the mayor of San Juan, the latter of which he has repeatedly targeted on Twitter. But that s different from Time Magazine s person of the year which is chosen by the editors. Trump did win last year, but it s one year after the election and he s the least popular president in the history of polling. So, President Liar Pants lied on Twitter about why he s not receiving the award. Time Magazine called to say that I was PROBABLY going to be named  Man (Person) of the Year,  like last year, but I would have to agree to an interview and a major photo shoot,  he wrote.  I said probably is no good and took a pass. Thanks anyway! Time Magazine called to say that I was PROBABLY going to be named  Man (Person) of the Year,  like last year, but I would have to agree to an interview and a major photo shoot. I said probably is no good and took a pass. Thanks anyway!  Donald J. Trump (@realDonaldTrump) November 24, 2017No one is buying that excuse especially Time magazine. The President is incorrect about how we choose Person of the Year,  the magazine wrote on its official Twitter account.  TIME does not comment on our choice until publication, which is December 6. The President is incorrect about how we choose Person of the Year. TIME does not comment on our choice until publication, which is December 6.  TIME (@TIME) November 25, 2017Time s chief content officer, Alan Murray, also fired back at Trump from his own personal Twitter account. Amazing,  Mr. Murray wrote.  Not a speck of truth here Trump tweets he  took a pass  at being named TIME s person of the year. Amazing. Not a speck of truth here Trump tweets he 'took a pass' at being named TIME's person of the year https://t.co/D6SJgyTpcY  Alan Murray (@alansmurray) November 25, 2017In the following tweet, Murray called Trump s claim total bullshit.Total BS https://t.co/jrUPRbLCGQ  Alan Murray (@alansmurray) November 25, 2017In 2016, Trump called winning the 2016 award from the magazine a  tremendous honor. The former reality show star turned president was busted in June for hanging a photoshopped Time cover featuring himself   on the walls of at least four of his seventeen golf courses. The fake headlines touted his success. Trump has been grifting the U.S. since then with wild-eyed claims that only his cult-like supporters would believe.Photo by Alex Wong/Getty Images.",News,yes
Jones certified U.S. Senate winner despite Moore challenge,"(Reuters) - Alabama officials on Thursday certified Democrat Doug Jones the winner of the state’s U.S. Senate race, after a state judge denied a challenge by Republican Roy Moore, whose campaign was derailed by accusations of sexual misconduct with teenage girls. Jones won the vacant seat by about 22,000 votes, or 1.6 percentage points, election officials said. That made him the first Democrat in a quarter of a century to win a Senate seat in Alabama.  The seat was previously held by Republican Jeff Sessions, who was tapped by U.S. President Donald Trump as attorney general. A state canvassing board composed of Alabama Secretary of State John Merrill, Governor Kay Ivey and Attorney General Steve Marshall certified the election results. Seating Jones will narrow the Republican majority in the Senate to 51 of 100 seats. In a statement, Jones called his victory “a new chapter” and pledged to work with both parties. Moore declined to concede defeat even after Trump urged him to do so. He stood by claims of a fraudulent election in a statement released after the certification and said he had no regrets, media outlets reported. An Alabama judge denied Moore’s request to block certification of the results of the Dec. 12 election in a decision shortly before the canvassing board met. Moore’s challenge alleged there had been potential voter fraud that denied him a chance of victory. His filing on Wednesday in the Montgomery Circuit Court sought to halt the meeting scheduled to ratify Jones’ win on Thursday. Moore could ask for a recount, in addition to possible other court challenges, Merrill said in an interview with Fox News Channel. He would have to complete paperwork “within a timed period” and show he has the money for a challenge, Merrill said. “We’ve not been notified yet of their intention to do that,” Merrill said. Regarding the claim of voter fraud, Merrill told CNN that more than 100 cases had been reported. “We’ve adjudicated more than 60 of those. We will continue to do that,” he said.  Republican lawmakers in Washington had distanced themselves from Moore and called for him to drop out of the race after several women accused him of sexual assault or misconduct dating back to when they were teenagers and he was in his early 30s.  Moore has denied wrongdoing and Reuters has not been able to independently verify the allegations. ",politicsNews,no
What's in the final Republican tax bill,"(Reuters) - The U.S. House of Representatives gave final approval on Wednesday to a sweeping, debt-financed tax bill in a midday vote. It now will go to President Donald Trump to sign into law, although the timing of that was unclear. The Senate approved the bill early on Wednesday. Here are the key parts of the bill, representing the biggest overhaul of the U.S. tax code in more than 30 years. CORPORATE TAX RATE: Cuts corporate income tax rate permanently to 21 percent from 35 percent, as of Jan. 1, 2018. PASS-THROUGHS: Creates a 20 percent deduction for the first $315,000 of qualified business income for joint filers of pass-through businesses such as partnerships and sole proprietorships. For income above that threshold, the legislation phases in limits, producing an effective marginal tax rate of no more than 29.6 percent.   CORPORATE ALTERNATIVE MINIMUM TAX: Repeals the 20 percent corporate alternative minimum tax, set up to ensure profitable corporations pay at least some tax. TERRITORIAL SYSTEM: Exempts U.S. corporations from U.S. taxes on most future foreign profits, ending the present worldwide system of taxing profits of all U.S.-based corporations, no matter where they are earned. This would align the U.S. tax code with most other industrialized nations, undercut many offshore tax-dodging strategies and deliver to multinationals a goal they have pursued for years.  REPATRIATION: Sets a one-time mandatory tax of 8 percent on illiquid assets and 15.5 percent on cash and cash equivalents for about $2.6 trillion in U.S. business profits now held overseas. This foreign cash pile was created by a rule making foreign profits tax-deferred if they are not brought into the United States, or repatriated. That rule would be rendered obsolete by the territorial system. ANTI-BASE EROSION MEASURES: Prevents companies from shifting profits out of the United States to lower-tax jurisdictions abroad. Sets an alternative minimum tax on payments between U.S. corporations and foreign affiliates, and limits on shifting corporate income through transfers of intangible property, including patents. In combination, these measures with the repatriation and territorial system provisions, represent a dramatic overhaul of the U.S. tax system for multinationals. CAPITAL EXPENSING: Allows businesses to immediately write off, or expense, the full value of investments in new plant and equipment for five years, then gradually eliminates this 100 percent expensing over five years beginning in year six. Also makes changes to permit for more expensing by small businesses. INTEREST DEDUCTION LIMIT: Caps business deductions for debt interest payments at 30 percent of taxable income, regardless of deductions for depreciation, amortization or depletion.  CLEAN ENERGY: Preserves tax credits for producing electricity from wind, biomass, geothermal, solar, municipal waste and hydropower. CARRIED INTEREST: Leaves in place “carried interest” loophole for private equity fund managers and some hedge fund managers, despite pledges by Republicans including President Donald Trump to close it. These financiers can now claim a lower capital gains tax rate on much of their income from investments held more than a year. A new rule would extend that holding period to three years, putting the loophole out of reach for some fund managers but preserving its availability for many. BRACKETS: Maintains current seven tax brackets, but temporarily changes most income levels and rates for each one. For married couples filing jointly, effective Jan. 1, 2018 and ending in 2026, income tax would be: 10 percent up to $19,050, versus 10 percent up to $18,650 under existing law; 12 percent on $19,051 to $77,400, versus 15 percent on$18,651 to $75,900; 22 percent on $77,401 to $165,000, versus 25 percent on $75,901 to $153,100; 24 percent on $165,001 to $315,000, versus 28 percent on $153,101 to $233,350; 32 percent on $315,001 to $400,000, versus 33 percent on $233,351 to $416,700; 35 percent on $400,001 to $600,000, versus 35 percent on $416,701 to $470,700 37 percent above $600,000, versus 39.6 percent above$470,700. For single individuals, effective Jan. 1, 2018 and ending in 2026, income tax would be: 10 percent up to $9,525, versus 10 percent up to $9,325 under existing law; 12 percent from $9,526 to $38,700, versus 15 percent on $9,326 to $37,950; 22 percent on $38,701 to $82,500, versus 25 percent on $37,951 to $91,900; 24 percent on $82,501 to $157,500, versus 28 percent on $91,901 to $191,650; 32 percent on $157,501 to $200,000, versus 33 percent on $191,651 to $416,700; 35 percent on $200,001 to $500,000, versus 35 percent on $416,701 to $418,400; 37 percent above $500,000, versus 39.6 percent above $418,400. These brackets would expire after 2025. STANDARD DEDUCTION: In a change expected to end itemizing of deductions for millions of Americans, the bill for eight years beginning on Jan. 1, 2018, would increase the standard deduction - a fixed amount that can be subtracted from adjusted gross income to lower taxable income - to $12,000 from $6,350 for individuals, and to $24,000 from $12,700 for married couples. CHILD TAX CREDIT: Doubles the child tax credit to $2,000 per dependent child under age 17, with a refundable portion of $1,400. The refundable portion allows families to lower their tax bills to zero and receive a refund for the remaining value. PERSONAL EXEMPTION: Temporarily eliminates the $4,050 individual personal exemption. Under present law, taxpayers who earn below certain income caps can subtract this fixed dollar amount from their adjusted gross incomes to lower their taxable incomes. Generally, one exemption has been allowed per individual, spouse and child or other dependent. This would take effect Jan. 1, 2018, but then the personal exemption would return in 2026.  INDIVIDUAL ALTERNATIVE MINIMUM TAX: Leaves the AMT in place but temporarily changes it by raising its exemptions and phase-outs. That will mean fewer people will have to pay the tax, while those who still do will take a smaller hit from it. INHERITANCES: Raises the exemption for estate and gift taxes to $10 million from $5 million per person and indexes the new exemption level for inflation after 2011. That means even fewer Americans would pay the estate tax, but it would stay on the books. MORTGAGES: For residences bought from Jan. 1, 2018, through Dec. 31, 2025, the bill caps the deduction for mortgage interest at $750,000 in home loan value. After Dec. 31, 2025, the cap would revert to $1 million in loan value. Suspends the deduction for interest on home equity loans from Jan. 1, 2018 until 2026. MEDICAL EXPENSES: Temporarily expands the deductibility of out-of-pocket medical expenses through 2019. OBAMACARE MANDATE: Repeals federal fine imposed on Americans under Obamacare for not obtaining health insurance coverage, a change expected to undermine the 2010 healthcare law. ANWR DRILLING: Allows oil drilling in Alaska’s Arctic National Wildlife Refuge. ",politicsNews,no
 Trump Admin. Tosses Out Another Obama Rule – His Sons Can Be Even Worse Douchebags Now,"President Donald Trump has overturned another Obama-era legislation, this time the 2014 ban on trophy hunting permits, particularly those of elephants killed in Zimbabwe and Zambia, a US Fish and Wildlife Service official has confirmed. Trump s sons, Don Jr., and Eric, love being trophy-hunting douchebags and this will allow them to be even more blatant about it.Don Jr., has hunted elephants before, and elephants are listed as endangered under the Endangered Species Act. That exact act also contained a provision that allows for the granting of permits for the trophy-hunting of elephants if the hunters can prove that the demise of the singular animal in question helped benefit the conservation of the entire species. It s unlikely the Trump sons care about conservation, and only about their own glory and bragging rights.Nevertheless, a spokesman for Fish and Wildlife said,  Legal, well-regulated sport hunting as part of a sound management program can benefit the conservation of certain species by providing incentives to local communities to conserve the species and by putting much-needed revenue back into conservation. Despite large-scale conservation efforts, the wild elephant population in Africa plummeted 30% overall between 2007 and 2014 and by as much as 75% in some areas as a result of ivory poaching, but that is just the tip of the iceberg. Prior to European colonization in the early 20th century, it is estimated that the wild elephant population in Africa was approximately 20 million, but dropped to 1.7 million by 1979. That number looks even more bleak when at last count in 2016 there were only just over 352,000 of the animals remaining on Africa s savanna in a survey where Namibia did not release any figures and surveys in South Sudan and the Central African Republic were postponed due to armed conflict.Last year, 182 countries signed an agreement to end the legal ivory trade in domestic markets, however, Zimbabwe is one of few that has tried to have that ban lifted and soon they may be successful with the help of President Trump. This new change would only apply to Zimbabwe and Zambia, but with Robert Mugabe s recent removal and the military seizing control of Zimbabwe, they have bigger issues to deal with at the moment.It makes you wonder why President Trump would be so interested in elephant poaching. Is it another distraction, this time from the possibility of Zimbabwe falling into a constitutional crisis? Could it be because he just likes the look of ivory in Trump Tower?Or is it simply because Trumps just miss slaughtering endangered wildlife for the sheer pleasure of it?Figures. pic.twitter.com/7LrFJeqaIY  Snarkar?ni  ?  (@Snarkaroni) November 16, 2017He and his brother Eric slaughter wildlife ""for fun."" pic.twitter.com/BB7kOtjRTz  Snarkar?ni  ?  (@Snarkaroni) November 16, 2017Featured image via Phillip Chin/Getty Images for Trump International ",News,yes
House Democrats rally to protect Special Counsel Mueller,"WASHINGTON (Reuters) - Democrats in the U.S. House of Representatives rallied behind Special Counsel Robert Mueller on Thursday, after recent attempts by Republicans and conservative news outlets to discredit him and his probe into Russian interference in the 2016 presidential election. In a letter sent to Justice Department Deputy Attorney General Rod Rosenstein, 171 of the 193 Democrats in the House said they support Mueller’s probe, and urged Rosenstein to let it continue “unfettered by political influence or threats to his authority.”  “We will not stand by and allow Fox News and right-wing Republicans to defy the rule of law and create their own rules to interfere with the legitimate investigation under the Constitution of the United States,” California Democrat Maxine Waters said during a press conference Thursday. “There is an organized effort by Republicans ... to spin a false narrative and conjure up outrageous scenarios to accuse Special Counsel Mueller of being biased,” she added. Rosenstein appointed Mueller as Special Counsel in May, after President Donald Trump fired former FBI Director James Comey for what Trump later said was “this Russia thing.” Critics promptly accused the president of trying to obstruct the probe. Mueller is investigating whether Trump’s presidential campaign colluded with Russia to interfere with the election. Russia has denied meddling and Trump has said there was no collusion.  Republican criticism of Mueller, himself a member of their party, has intensified in recent months since he charged four of Trump’s close associates, including former campaign manager Paul Manafort and former National Security Adviser Michael Flynn. Republicans and talk show hosts on Fox News have accused Mueller’s team and the Federal Bureau of Investigation of bias, citing issues including anti-Trump text messages exchanged between two FBI staffers who previously worked on Mueller’s team. House Republicans have launched their own investigation into the FBI’s handling of Hillary Clinton’s emails, and questioned whether she received favorable treatment after no charges were brought. Recently, rumors have flown around Washington that Trump may be seeking to have Mueller fired. Trump’s lawyers have said that is not true. Rosenstein, also a Republican, oversees Mueller’s team. He can only fire Mueller for good cause, and he told Congress last week he sees no legitimate basis for doing so. “This investigation must continue unimpeded,” House Judiciary Committee Ranking Democrat Jerrold Nadler said Thursday. Nadler said Republicans were trying to “provide cover for the President as the walls close in on him.” ",politicsNews,no
"Short-term government funding, disaster aid bills advance in House","WASHINGTON (Reuters) - The U.S. House of Representatives on Thursday took a step toward averting a partial government shutdown at the end of this week, approving rules to debate a bill that would fund federal agencies through Jan. 19. Also cleared for debate was an $81 billion disaster aid bill to help U.S. states, Puerto Rico and the U.S. Virgin Islands recover from a series of recent natural disasters. House votes on both bills were expected later on Thursday. ",politicsNews,no
 Trump Is So Obsessed He Even Has Obama’s Name Coded Into His Website (IMAGES),"On Christmas day, Donald Trump announced that he would  be back to work  the following day, but he is golfing for the fourth day in a row. The former reality show star blasted former President Barack Obama for playing golf and now Trump is on track to outpace the number of golf games his predecessor played.Updated my tracker of Trump s appearances at Trump properties.71 rounds of golf including today s. At this pace, he ll pass Obama s first-term total by July 24 next year. https://t.co/Fg7VacxRtJ pic.twitter.com/5gEMcjQTbH  Philip Bump (@pbump) December 29, 2017 That makes what a Washington Post reporter discovered on Trump s website really weird, but everything about this administration is bizarre AF. The coding contained a reference to Obama and golf:  Unlike Obama, we are working to fix the problem   and not on the golf course.  However, the coding wasn t done correctly.The website of Donald Trump, who has spent several days in a row at the golf course, is coded to serve up the following message in the event of an internal server error: https://t.co/zrWpyMXRcz pic.twitter.com/wiQSQNNzw0  Christopher Ingraham (@_cingraham) December 28, 2017That snippet of code appears to be on all https://t.co/dkhw0AlHB4 pages, which the footer says is paid for by the RNC? pic.twitter.com/oaZDT126B3  Christopher Ingraham (@_cingraham) December 28, 2017It s also all over https://t.co/ayBlGmk65Z. As others have noted in this thread, this is weird code and it s not clear it would ever actually display, but who knows.  Christopher Ingraham (@_cingraham) December 28, 2017After the coding was called out, the reference to Obama was deleted.UPDATE: The golf error message has been removed from the Trump and GOP websites. They also fixed the javascript  =  vs  ==  problem. Still not clear when these messages would actually display, since the actual 404 (and presumably 500) page displays a different message pic.twitter.com/Z7dmyQ5smy  Christopher Ingraham (@_cingraham) December 29, 2017That suggests someone at either RNC or the Trump admin is sensitive enough to Trump s golf problem to make this issue go away quickly once people noticed. You have no idea how much I d love to see the email exchange that led us here.  Christopher Ingraham (@_cingraham) December 29, 2017 The code was f-cked up.The best part about this is that they are using the  =  (assignment) operator which means that bit of code will never get run. If you look a few lines up  errorCode  will always be  404          (@tw1trsux) December 28, 2017trump s coders can t code. Nobody is surprised.  Tim Peterson (@timrpeterson) December 28, 2017Donald Trump is obsessed with Obama that his name was even in the coding of his website while he played golf again.Photo by Joe Raedle/Getty Images.",News,yes
Republicans appear all but certain to pass tax legislation,"WASHINGTON (Reuters) - The Republican-controlled U.S. Congress appeared all but certain to pass sweeping tax legislation this week after two Senate Republican holdouts agreed on Monday to support a tax overhaul backed by President Donald Trump.   As the Republicans’ self-imposed Friday voting deadline loomed, Senators Susan Collins and Mike Lee each said they had decided to back the legislation hammered out last week among Republicans from the Senate and House of Representatives.  “The first major overhaul of our tax code since 1986, this legislation will provide tax relief to working families, encourage the creation of jobs right here in America and spur economic growth that will benefit all Americans,” Collins said on the floor of the Senate while announcing her support. The Maine Republican had been undecided on the legislation.  Lee had been similarly undecided until the Utah Republican tweeted earlier in the day that he would “proudly” vote for the bill.   The House of Representatives, which is also expected to adopt the bill, was due to vote first at around 1:30 p.m. (1830 GMT) on Tuesday, Republican aides said. The Senate vote is expected to follow either later on Tuesday or on Wednesday. “We will get it on the president’s desk for him to sign into law before Christmas, as we pledged,” predicted No. 2 Senate Republican John Cornyn, who said the Senate would begin 10 hours of debate after receiving the House-approved measure. White House officials said on Monday that Vice President Mike Pence, who would cast the tiebreaking vote in the Senate if necessary, was delaying his trip to Egypt and Israel this week to be in Washington for the vote on the tax plan. “The tax vote is still in very good shape, but we don’t want to take any chances,” a White House official said. The package of tax cuts for businesses and individuals, if enacted, would overhaul the U.S. tax code for the first time in more than 30 years and give Republicans their first major legislative victory of Trump’s presidency. Republicans, who believe they must act to preserve their House and Senate majorities in next year’s congressional elections, insist the tax cuts will drive U.S. economic growth higher and create jobs. Democrats, who oppose it, describe the legislation as a giveaway to corporations and wealthy Americans that will add $1.5 trillion to the federal deficit over the next decade while raising taxes on some middle-class taxpayers.   Lawmakers in the House, where Republicans hold a 239-193 seat majority, are expected to approve the legislation largely along party lines. A smattering of “no” votes is likely from Republican fiscal hawks and lawmakers from New York, New Jersey and California who oppose a provision that would scale back a popular deduction for state and local taxes.   Both the House and Senate must approve the measure before Trump can sign it into law. The 100-seat Senate, where Republicans have only a 52-48 majority, proved to be the graveyard for last summer’s Republican drive to overturn former Democratic President Barack Obama’s healthcare law, when three Republicans opposed the measure. The tax overhaul has also faced challenges. But the specter of failure appeared to lift on Monday, as Congress closed in on final votes. Senate Republicans can afford to lose no more than two votes if they intend to pass tax legislation, and they are already down one vote. Senator John McCain, who is undergoing treatment for brain cancer, will not be available to support the bill because he is spending time with family in Arizona.   With support from Collins and Lee, only Senator Jeff Flake of Arizona remained undecided. A fifth Republican, Senator Thad Cochran of Mississippi, has missed votes for health reasons this year but was expected to be on hand to support the tax bill. Republican Senator Bob Corker, a fiscal hawk, voted against the initial Senate bill but has said he will support final legislation. ",politicsNews,no
 SNL Hilariously Mocks Accused Child Molester Roy Moore For Losing AL Senate Race (VIDEO),"Right now, the whole world is looking at the shocking fact that Democrat Doug Jones beat Republican Roy Moore in the special election to replace Attorney General Jeff Sessions in the United States Senate. Of course, Moore s candidacy was rocked by allegations of sexually harassing and even molesting teenage girls   and being banned from the mall in his hometown of Gadsden, Alabama for doing so.Even before that, Moore was an incendiary character in Alabama politics, having been removed as Chief Justice of the Alabama Supreme Court not once but twice, and having made statements such as Muslims should not be allowed in Congress and homosexuality should be illegal. Hell, he even said that the last time America was great was when we had slavery. Therefore, he was an extraordinarily damaged candidate as it was. However, despite all of this, Alabama is a deep red state, with many voters agreeing with some of Moore s more extreme positions, and some even insisting that the allegations of sexual misconduct were simply not true. That is why it was such a shock that Doug Jones pulled out a win for that Senate seat.Well, there is one entity that could not resist going all in on the fact that Roy Moore lost this race: Saturday Night Live. While doing a caricature of the results, SNL began, with its Weekend Update host Colin Jost brutally mocking Moore s alleged proclivities fore teen girls: Congratulations to Alabama s newest Senator   not Roy Moore. Doug Jones has become the first Democrat to win a Senate seat in Alabama in over 20 years. Said Roy Moore:  gross, over 20 years? Jost then got in a dig at Trump, for whom Moore s loss was  a humiliating failure, remind everyone what Trump said of Jones  win: The Republicans will have another shot at this seat in a very short period of time. It never ends! Indeed. If the sane people of America have anything to say about it, it will be a very, very long time after 2018 before the GOP is allowed to control anything. Jost continued mocking Trump: That s it? You just went all in for an accused pedophile and when he lost, [you re] just like,  well, we had fun! He could be removed from office tonight and tweet:  Congratulations to Robert Mueller on a great investigation. Had a fun time being president. Catch you on the flippity-flop! #DietCokeTime . Oh, if only that could be our reality, to have Trump congratulating Mueller for removing him and his entire treasonous, criminal administration. Until then, we ll have to stick to  Weekend Update  and the rest of SNL, and hope for the best.Watch the video below:Featured image via Scott Olson/Getty Images",News,yes
" Two Weeks Before Election, Trump Still Defends Accused Child Molester Because TAXES, Y’all","Sunday morning, after what must have seemed like another interminable weekend of scrutiny, terror, and being made to look like a fool, Donald Trump returned to doing what he does best: Being an absolute garbage person. He was still recovering from the humiliation of his hilariously bad attempt at pretending TIME Magazine  offered  him their Person of the Year honorific, followed by the embarrassment of trying to troll CNN, only to see their response tweet get twice the likes and retweets of his original.So Trump had to up his game. And how could he possibly piss off more people than by pivoting back to Roy Moore, the accused pedophile running for the US Senate in Alabama?Even some of Trump s most ardent supporters have begged the Doddering Dotard to back off his support for the toxic candidate. It s hard, as you might imagine, to truly get behind a guy who s accused of molesting young girls, especially with so much evidence against him. But Trump tried nonetheless:The last thing we need in Alabama and the U.S. Senate is a Schumer/Pelosi puppet who is WEAK on Crime, WEAK on the Border, Bad for our Military and our great Vets, Bad for our 2nd Amendment, AND WANTS TO RAISES TAXES TO THE SKY. Jones would be a disaster!  Donald J. Trump (@realDonaldTrump) November 26, 2017I endorsed Luther Strange in the Alabama Primary. He shot way up in the polls but it wasn t enough. Can t let Schumer/Pelosi win this race. Liberal Jones would be BAD!  Donald J. Trump (@realDonaldTrump) November 26, 2017It s an interesting tack to take   just talking about how terrible Doug Jones is, rather than addressing the fact that Roy Moore is accused of touching children inappropriately. What s more interesting is how wrong he is on every count. Weak on crime? Jones successfully prosecuted the KKK members who blew up a Birmingham church, killing four young black girls in 1963. The Second Amendment? The most Jones supports as far as gun control is expanded background checks. Bad for the military? Jones supports increased military spending, a position that puts him at odds with the two lawmakers that Trump tries to  tie  Jones to in his tweets. Jones is largely considered a moderate among Democrats.The bottom line is, Trump is terrified of losing a crucial vote on his signature tax cuts for the wealthy. He is so calculating that if he didn t have something so important pending, he would throw Roy Moore under the bus in a heartbeat   despite the similarities between accusations against Moore and accusations against himself.This is the worst of politics, people. And when the Republican Party is bloodied on the floor of America, they can thank their garbage president who refused to back away from a child molester just because he wants to  accomplish  something before he s booted out of office.Featured image via Chip Somodevilla/Getty Images",News,yes
