text,is_fake_news,gpt_classification
"Trump s economic adviser, Gary Cohn, has bought into the GOP s tax plan lock, stock and barrel to the point where he likely has a deep belief that trickle-down economics actually works. The thing is, it doesn t, and at a Wall Street Journal event packed full of CEOs, Cohn seemed absolutely stunned that this crowd of corporate leaders wouldn t automatically say they d use the GOP s tax cuts to invest in their own companies.An editor from the Wall Street Journal asked the audience: If the tax reform bill goes through, do you plan to increase investment   your company s investment, capital investment? Only a few of them raised their hands indicating they would. Cohn s response was: Why aren t the other hands up? Really? Well, yes, really. It seems so easy to Cohn, apparently. One might even think that he genuinely doesn t understand why most of the CEOs in the room kept their hands down. Cohn now looks incredibly ignorant and stupid.Corporate tax cuts do not result in greater capital investment and these CEOs know it. Anybody who knows anything about business and economics (and even modern history) knows it. It s really quite simple: CEOs will not invest in things like new machinery, new factories, or new jobs when they don t have enough customer demand to justify it.In fact, most money saved from these kinds of tax cuts go toward stock buybacks, which is a controversial practice in which a company buys back its own stock to artificially drive prices up and put more money into the pockets of shareholders and the C-suite. CEO pay also tends to go up when taxes go down.CEOs know this. They want the tax cuts for precisely this reason. Their greed has gotten the best of them and they know tax cuts will make them richer. But they can t, and won t, commit to using the money they ll save on taxes to expanding operations and creating jobs because if they do, they create a PR nightmare for themselves.Watch Cohn get shocked below:1. Tax-overhaul backers say corporate rate cut will encourage investment by businesses 2. During #wsjceocouncil interview with Gary Cohn, WSJ asks CEOs to raise hands if they ll boost investment if rates cut 3. Few CEOS raise hands 4. Cohn asks:  Why aren t the other hands up?  pic.twitter.com/5PI60NlW0A  Tim Hanrahan (@TimJHanrahan) November 14, 2017Featured image via Drew Angerer/Getty Images",yes,no
"All Senator John McCain wanted to achieve on the morning of Monday, December 4 was to hit that magic milestone of three million Twitter followers, a goal of which he was just 74 followers shy. So what was McCain s approach to gaining those new followers? Simple, he would go on Twitter and rely on word-of-mouth, how could that possibly fail?We're only 74 Twitter followers away from 3M   spread the word & help us reach this big milestone!  John McCain (@SenJohnMcCain) December 4, 2017There was just one little thing Senator McCain had forgotten to factor in   His significantly waning popularity since he voted for the Republican tax bill. Being the Republican Senator for Arizona, some may have seen this as him just batting for his own team, but let s not forget that John McCain was one of the few glimmers of hope as he was also one of the only Republicans that has been openly critical of President Trump and this is a terrible tax bill.Not only will the new tax measures raise taxes on those earning less than $75,000 per annum, it would also take healthcare from 13 million Americans and raise the national debt by almost $1.5 trillion dollars over the coming decade! To add insult to injury, the 479-page bill wasn t even completed when it was released on Friday night, with some pages crossed out and others with hand-written amendments in the margins. Furthermore, nobody even had a chance to read it when they were forced to vote on it, but that didn t sway McCain and the bill somehow managed to pass the Senate.UPDATE: Senate Republicans are so desperate to pass their tax bill tonight that they're now making handwritten changes to their already handwritten changes Seriously. pic.twitter.com/KQfW7bOyk1  Senator Dick Durbin (@SenatorDurbin) December 2, 2017Some people had grown to believe that Senator McCain wasn t too bad for a Republican, but when he shocked everyone and voted in favor of the new tax bill, one where 13 million taxpayers will lose their healthcare but still subsidize his treatment for brain cancer, he proved he was no different and people decided to revolt. So when McCain put out the plea for another 74 followers to reach the three million mark, Twitter-users instead instigated a massive unfollow campaign using the hashtag #UnfollowMcCain, costing him hundreds of followers every minute.Over 5,000 people have unfollowed you since you sent this this two hours ago.One reason is you because you   a man undergoing cancer treatment   voted to strip $25 BILLION dollars from the part of Medicare which pays for CANCER TREATMENT.#unfollowmccain https://t.co/gWl6KsAaLE  Mikel Jollett (@Mikel_Jollett) December 4, 2017I m happy to report that @SenJohnMcCain has lost more than 10,000 followers since I posted the below tweet. Please retweet to spread the word!! #UnfollowMcCain  https://t.co/TSb8B9Oj1B  Jon Cooper (@joncoopertweets) December 4, 2017Yeah, I'm a 'no' on that. You can have all the Twitter followers you want   AFTER you prove that you care more about this country than you do about the corrupt GOP & your stinking donors by voting *NO* on the #GOPTaxScam.Meantime: #UnfollowMcCain  jessica james (@MontaukBuzz) December 4, 2017His vote alone would've made it 50/50 giving time to fight/fix whatever,, he's the one who so openly said ""No"" gaining more trust & support from Dems. He blew it giving his family tax-free $. He also said yes to drilling in the Arctic reserve. #UnfollowMccain  Suomi_Tytt  (@musiikkia) December 4, 2017I am so disgusted in your #GOPTaxScam vote. Your legacy as an American Hero and a Maverick ended right there. Denying cancer treatment for Medicare/Medicaid patients gets you #UnfollowMcCain  JustDe  (@bobnde79) December 4, 2017So, how bad has the #UnfollowMcCain campaign been for the Arizona Senator? Well, at the time of writing this article he needed approximately another 30,000 followers to achieve his goal. Probably just should have kept quiet at 74 and hoped for things to improve organically.Featured image via William Thomas Cain/Getty Images",yes,no
"WASHINGTON (Reuters) - The head of a conservative Republican faction in the U.S. Congress, who voted this month for a huge expansion of the national debt to pay for tax cuts, called himself a “fiscal conservative” on Sunday and urged budget restraint in 2018. In keeping with a sharp pivot under way among Republicans, U.S. Representative Mark Meadows, speaking on CBS’ “Face the Nation,” drew a hard line on federal spending, which lawmakers are bracing to do battle over in January. When they return from the holidays on Wednesday, lawmakers will begin trying to pass a federal budget in a fight likely to be linked to other issues, such as immigration policy, even as the November congressional election campaigns approach in which Republicans will seek to keep control of Congress. President Donald Trump and his Republicans want a big budget increase in military spending, while Democrats also want proportional increases for non-defense “discretionary” spending on programs that support education, scientific research, infrastructure, public health and environmental protection. “The (Trump) administration has already been willing to say: ‘We’re going to increase non-defense discretionary spending ... by about 7 percent,’” Meadows, chairman of the small but influential House Freedom Caucus, said on the program. “Now, Democrats are saying that’s not enough, we need to give the government a pay raise of 10 to 11 percent. For a fiscal conservative, I don’t see where the rationale is. ... Eventually you run out of other people’s money,” he said. Meadows was among Republicans who voted in late December for their party’s debt-financed tax overhaul, which is expected to balloon the federal budget deficit and add about $1.5 trillion over 10 years to the $20 trillion national debt. “It’s interesting to hear Mark talk about fiscal responsibility,” Democratic U.S. Representative Joseph Crowley said on CBS. Crowley said the Republican tax bill would require the  United States to borrow $1.5 trillion, to be paid off by future generations, to finance tax cuts for corporations and the rich. “This is one of the least ... fiscally responsible bills we’ve ever seen passed in the history of the House of Representatives. I think we’re going to be paying for this for many, many years to come,” Crowley said. Republicans insist the tax package, the biggest U.S. tax overhaul in more than 30 years,  will boost the economy and job growth. House Speaker Paul Ryan, who also supported the tax bill, recently went further than Meadows, making clear in a radio interview that welfare or “entitlement reform,” as the party often calls it, would be a top Republican priority in 2018. In Republican parlance, “entitlement” programs mean food stamps, housing assistance, Medicare and Medicaid health insurance for the elderly, poor and disabled, as well as other programs created by Washington to assist the needy. Democrats seized on Ryan’s early December remarks, saying they showed Republicans would try to pay for their tax overhaul by seeking spending cuts for social programs. But the goals of House Republicans may have to take a back seat to the Senate, where the votes of some Democrats will be needed to approve a budget and prevent a government shutdown. Democrats will use their leverage in the Senate, which Republicans narrowly control, to defend both discretionary non-defense programs and social spending, while tackling the issue of the “Dreamers,” people brought illegally to the country as children. Trump in September put a March 2018 expiration date on the Deferred Action for Childhood Arrivals, or DACA, program, which protects the young immigrants from deportation and provides them with work permits. The president has said in recent Twitter messages he wants funding for his proposed Mexican border wall and other immigration law changes in exchange for agreeing to help the Dreamers. Representative Debbie Dingell told CBS she did not favor linking that issue to other policy objectives, such as wall funding. “We need to do DACA clean,” she said.  On Wednesday, Trump aides will meet with congressional leaders to discuss those issues. That will be followed by a weekend of strategy sessions for Trump and Republican leaders on Jan. 6 and 7, the White House said. Trump was also scheduled to meet on Sunday with Florida Republican Governor Rick Scott, who wants more emergency aid. The House has passed an $81 billion aid package after hurricanes in Florida, Texas and Puerto Rico, and wildfires in California. The package far exceeded the $44 billion requested by the Trump administration. The Senate has not yet voted on the aid. ",no,no
"NEW YORK (Reuters) - Passage of a long-anticipated U.S. tax overhaul has up-ended the bond market’s favorite trade of the year as yields on some long-dated Treasuries shot to their highest in months, but doubts that the tax cuts will fuel inflation have many investors confident the reversal will be short-lived. The view that the U.S. Federal Reserve will keep raising short-term interest rates, even as inflation remains subdued, has made longer-dated Treasury bonds more appealing to own than short-dated ones. This has made so-called yield curve flattener trades - a bet that the gap between short- and long-dated bond yields will narrow - a profitable bet in the bond market this year. Investors’ appetite for this trade drove the yield curve to its flattest level in a decade earlier this week. However, a sharp reversal got underway as the tax bill’s passage became certain, paving the way for a bigger government deficit and more federal borrowing. “It’s a great time to cash out,” said Brian Reynolds, asset class strategist at New York-based Canaccord Genuity.  Both Republican-controlled Congressional chambers have approved the tax legislation, and President Donald Trump is expected to sign it in the days ahead.    The Treasury market selloff pushed the benchmark 10-year yield up to nearly 2.50 percent, its highest in nine months and the 30-year yield to around 2.87 percent, a five-week peak. Some analysts reckoned the jump in yields reflects investors demanding higher compensation, or term premium, in case the tax cuts stoke inflation and hurt longer-dated bonds. How long this prevails is an open question, though, given previous episodes of curve steepening in the last year have quickly faded. “In other words, sharp term premium moves tend not be permanent,” Cornerstone Macro analysts said in a note on Wednesday. In late afternoon trading, the spread between two-year and 10-year Treasury yields was 63 basis points versus 60 basis points on Tuesday and around 51 earlier in the week. Even with this week’s steepening, the two-to-10-year part of the curve has flattened nearly 63 basis points this year. Curve flatteners are seen as likely to regain popularity in the long run due to a low inflation outlook and sturdy global demand for long-dated U.S. debt. In the short term, however, it may prove a choppy trade as investors gauge the bill’s impact. “It’s hard to predict how the yield curve would behave in the short term. The biggest question is the timing and level of cash flows going to the government after tax reform,” Canaccord’s Reynolds said. One factor is the mountain of corporate cash held overseas. As part of the new tax code, U.S. multinational companies could bring back some of the estimated $2.6 trillion in business profits they have overseas and the Treasury Department could benefit from the taxes on the repatriated money.  Reynolds estimated the Treasury might receive as much as $225 billion in tax receipts in 2018 if the companies bring back all their overseas profits. This means the government could issue fewer two- and three-year Treasury securities, pressuring these yields lower and steepening the yield curve into 2019, he said.  Independent government estimates suggest the tax plan could add at least $1 trillion to the $20 trillion in national debt in 10 years as the Treasury Department would ratchet up borrowing to compensate for shortfalls in tax receipts. The degree to which the bill may spur both business investment and consumer spending, which could lift tax receipts and cap the rise in the deficit, is another key unknown for the shape of the yield curve going forward. Still, the dominant view on Wall Street remains that the cut will provide only a short-term bump up in economic growth, and many analysts expect the longer-term curve-flattening trend to reassert itself in the year ahead. “Accordingly, we maintain our conviction on curve flattening going into 2018,” Morgan Stanley analysts wrote in a note on Wednesday.  ",no,no
WASHINGTON (Reuters) - U.S. President Donald Trump called on the Republican Congress to pass a short-term government spending bill later on Thursday to avoid a shutdown when current funding expires at midnight on Friday. Republicans in the House of Representatives have unveiled a stopgap spending bill that would allow the government to stay open at current funding levels. “Pass the C.R. (continuing resolution) TODAY and keep our Government OPEN!” Trump wrote in a post on Twitter.  ,no,no
"WASHINGTON (Reuters) - The top Democrat on the U.S. Senate Intelligence Committee, responding to escalating Republican attacks on Special Counsel Robert Mueller, said on Wednesday that if President Donald Trump fires Mueller, it “has the potential to provoke a constitutional crisis.” Speaking on the Senate floor, Senator Mark Warner denounced attacks on Mueller’s impartiality and said the special counsel’s investigation of ties between Trump’s presidential campaign and Russia must be “able to go on unimpeded.” Russia denies meddling in the 2016 U.S. election and Trump has denied any collusion. While Trump’s political allies have increased their criticism of Mueller, the president said on Sunday he was not considering firing him. Republican lawmakers have seized on anti-Trump texts by a Federal Bureau of Investigation agent who was involved in the Russia investigation as evidence of bias in Mueller’s team. Mueller removed the agent from his team after the texts came to light. Republicans on several House of Representatives committees have also announced their own probes into long-standing political grievances, including the FBI’s handling of Hillary Clinton’s use of a private email server when she was secretary of state. Clinton, a Democrat, was Trump’s opponent in last year’s election. “Over the last several weeks, a growing chorus of irresponsible voices have called for President Trump to shut down Special Counsel Mueller’s investigation,” said Warner, adding that the attacks were “seemingly coordinated.” “Firing Mr. Mueller or any other of the top brass involved in this investigation would not only call into question this administration’s commitment to the truth, but also to our most basic concept of rule of law,” Warner said. “It also has the potential to provoke a constitutional crisis.” Warner called for Congress to make clear to the president that firing Mueller would have “immediate and significant consequences.” House Democrats had circulated rumors last week that Trump would fire Mueller this Friday, just before the Christmas holiday. Trump’s White House lawyer, Ty Cobb, said in a statement on Wednesday that the administration “willingly affirms yet again, as it has every day this week, there is no consideration being given to the termination of the special counsel.” “If the media is going to continue to ask for responses to every absurd and baseless rumor, attention-seeking partisans will continue to spread them,” Cobb added. ",no,no
"Donald Trump s Twitter feed is always a goldmine of crazy. Unfortunately, since the orange overlord is now squatting in the Oval Office, those nutty tweets tend to have the ability to derail important policy initiatives, and can therefore have disastrous effects for the nation and sometimes the world. Case in point   the fact that he insisted upon attacking Democratic leaders that he had a meeting with regarding the debt ceiling, the Children s Health Insurance Program, the Deferred Action for Childhood Arrivals (DACA), and other important domestic policy initiatives. Apparently, Trump saw fit to take to Twitter to accuse his old pals  Chuck and Nancy  of not being strong enough on crime and immigration, and therefore doesn t see a way to make deals with them:Meeting with  Chuck and Nancy  today about keeping government open and working. Problem is they want illegal immigrants flooding into our Country unchecked, are weak on Crime and want to substantially RAISE Taxes. I don t see a deal!  Donald J. Trump (@realDonaldTrump) November 28, 2017Given this out-of-the-blue attack, Democratic Minority Leaders Nancy Pelosi (D-CA) and Chuck Schumer (D-NY) released a joint statement promptly pulling out of the meeting, which reads: Given that the President doesn t see a deal between Democrats and the White House, we believe the best path forward is to continue negotiating with our Republican counterparts in Congress instead. Leader Pelosi then took to Twitter herself to take Trump on:Given that the President doesn t see a deal between Democrats and the White House, we believe the best path forward is to continue negotiating with our Republican counterparts in Congress instead.  Nancy Pelosi (@NancyPelosi) November 28, 2017Rather than going to the White House for a show meeting that won t result in an agreement, we ve asked @SenateMajLdr & @SpeakerRyan to meet this afternoon. Read my full statement w/ @SenSchumer here: https://t.co/v17WhoEJFU  Nancy Pelosi (@NancyPelosi) November 28, 2017It s likely best that the Democrats don t go meet with Trump anyway. He is clearly becoming more and more unhinged by the day. There was absolutely no reason for him to attack these leaders who had set up a time to meet with him in good faith. Then again, we re led by a crazy man, and there s not much sense in anything at all anymore.Look for that government shutdown, folks. It s coming.Watch a video on the situation, below:Featured image via Zach Gibson   Pool/Getty Images.",yes,no
"Donald J. Trump spent a portion of his Sunday, presumably after church, lashing out at the world, including the FBI and its former Director James Comey. In an unprecedented fashion, Trump blasted his own Intelligence agency as the  worst in history  and claimed that it was in  tatters. After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputation is in Tatters   worst in History!  President Exclamation Mark tweeted.  But fear not, we will bring it back to greatness. After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputation is in Tatters   worst in History! But fear not, we will bring it back to greatness.  Donald J. Trump (@realDonaldTrump) December 3, 2017We do not know why he capitalized history and tatters, though.Trump also attacked former FBI Director James Comey to call him a liar.  I never asked Comey to stop investigating Flynn,  he tweeted.  Just more Fake News covering another Comey lie! I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!  Donald J. Trump (@realDonaldTrump) December 3, 2017Trump sent out multiple tweets blasting his own agency, which resulted in FBI agencies firing back at his claims.It was just last year that Sarah Huckabee Sanders, now the White House press secretary, tweeted a response to Taegan Goddard, who wrote at the time,  Deep antipathy to Hillary Clinton exists within the FBI, multiple bureau sources have told the Guardian, spurring a rapid series of leaks damaging to her campaign just days before the election. When you re attacking FBI agents because you re under criminal investigation, you re losing,  Sanders tweeted in 2016 just before the election.When you're attacking FBI agents because you're under criminal investigation, you're losing https://t.co/SIoAxatCjp  Sarah Sanders (@SarahHuckabee) November 3, 2016Twitter users pounced.  that did age so well!! Time to eat some crow, Sarah!  Kalani (@kalani159) December 4, 2017 pic.twitter.com/Vu50IDUB3m  Carmine Davis (@Carmine761) December 4, 2017I don't think I've ever liked a @SarahHuckabee tweet before.  Backdoor Russian Overture (@BackdoorRussian) December 4, 2017I spit my coffee reading that and checked if it was the real account and then the date. Their twitter remarks always come back to bite them!  Carmine Davis (@Carmine761) December 4, 2017They have lied themselves in to a complete circle. pic.twitter.com/Ab8AMi0UxB  GammyGroot   (@capcara) December 4, 2017Trump told Russian officials in the Oval Office that firing  nut job  Comey eased pressure on him, according to the New York Times. I just fired the head of the F.B.I. He was crazy, a real nut job  I faced great pressure because of Russia,  he said in May. That s taken off.   I m not under investigation. The current occupant of the White House didn t just launch a war on U.S. Intelligence agencies, he launched a war on intelligence. In 2016, Sanders defended the FBI over Hillary Clinton. In 2017, she ll back up her boss s attack on the FBI because special counsel Robert Mueller is closing in on his administration. Because, it s not Hillary Clinton who will be locked up, after all.Photo by Mark Wilson/Getty Images.",yes,no
"ATLANTA (Reuters) - The two Democratic candidates running for governor in Georgia are both lawyers and former state legislators. Both are women, and on many policy issues it’s hard to tell them apart. Both even share the same first name - Stacey. But they sharply disagree on the path to victory.    Stacey Abrams, 44, wants to become the first African American female governor in the United States by mobilizing solidly Democratic black voters, who vote sporadically in elections, to form a winning coalition with white liberals. Stacey Evans, 39, thinks the math does not add up without also appealing to white moderates, many of them outside urban areas, who voted for President Donald Trump last November. She is highlighting her crossover appeal as a white suburban mother with country roots. Their divergent strategies mirror a wider debate within the Democratic Party that has grown louder after strong turnout by minority voters helped to power recent Democratic victories in Alabama and Virginia. As the party prepares for the 2018 congressional elections, there is disagreement over which voters to spend more time and money on - minority voters who are a fast-growing share of the electorate but do not reliably cast ballots, or blue-collar and suburban whites who swing between parties. (Graphic: tmsnrt.rs/2yYkcHV) Reuters interviews with liberal activist groups, some donors and an examination of campaign finance records show that many on the left are betting on Abrams’ strategy as the best shot at turning a Republican state.  Underscoring the stakes in Georgia is the unusual attention from national groups seeking to push the party farther left. Their level of early support for Abrams is largely unparalleled among other 2018 gubernatorial and many congressional races. A dozen liberal groups have already thrown support behind Abrams, according to a Reuters tally, even though the Democratic primary, or nominating contest, is still months away. The breadth of that support has been little reported. Abrams, who rouses audiences to near religious fervor describing her struggles growing up poor and black in the South, argues that Democrats have wasted resources on swing voters.  “We have left too many voters untouched,” she said in an interview, noting that she refuses to tone down her support for abortion, gay rights and labor unions to appeal to Republican-leaning voters.  Her opponent does not discount the importance of black voters and also embraces liberal views. But “you are going to have to persuade some moderate Republicans to vote for you, if you are going to win in Georgia,” said Evans, who tears up before crowds when she recounts a childhood spent moving from one rural trailer home to another. After losing the White House last year, the Democratic Party found itself powerless in Washington. Some in the party faulted their presidential nominee, Hillary Clinton, for her lack of outreach to minority voters in key states. Others blamed her inability to connect with working class white voters who were once Democratic. Minorities supported the Democratic ticket by wide margins in 2016, but turnout was flat among Hispanics and sharply lower among African Americans, according to the Pew Research Center. Only half of Georgia’s black voters cast ballots in 2016, compared to more than two-thirds of whites, a Reuters review of state records showed. The Democratic National Committee said the recent wins in Alabama and Virginia “show that Democrats are a force to be reckoned with when we invest early in the communities that represent who we are as a Party.”  Jennifer Duffy, a political analyst at the nonpartisan Cook Political Report, said boosting Democratic turnout could work as a strategy. But she urged caution - focusing too narrowly on specific demographic groups risks alienating moderate Democrats. And swing voters, especially in suburban areas, also played a role in the recent Democratic victories, she noted. University of Georgia political science professor Charles Bullock agreed the numbers are there if Democrats do not lose more white voters.     At the Abrams campaign headquarters, a poster titled “How We Win” points out that Democrats in Georgia have lost recent elections by some 200,000 votes. More than 1 million black voters did not cast ballots during the last governor’s race in 2014, state data shows.      “They don’t vote because we don’t ask, and this is a campaign that is going to keep asking,” Abrams said, speaking  on a recent evening to an audience of three dozen volunteers.     Abrams, a tax attorney and romance novelist who led Democrats in the state legislature, said her campaign has already reached out to more than 300,000 voters with door knocks, phone calls and text messages.      She hosted summer events with music and barbecue in a dozen smaller cities - places like Macon, a predominately African American community, and tiny Dalton in the rural northern state.      National liberal activists are lining up endorsements, money and manpower behind Abrams, who is seen as starting with an advantage in a Democratic primary dominated by black voters. Democracy for America, MoveOn Political Action and the Working Families Party call her campaign a model of how to engage the nation’s increasingly diverse electorate.      “Politics is changing in America, and Abrams’ path to victory reflects the changing demographics and enthusiasm,” said Dan Cantor, national chairman of the Working Families Party.      MoveOn, whose recent endorsement of Abrams marked its first in a 2018 governor’s race, said it would mobilize its 125,000 Georgia members as volunteers for her campaign.      Democracy for America is similarly engaging nearly 35,000 members in the state. Officials said the group has already raised nearly $25,000 for Abrams, an unusually high sum for an election still a year away.  A group called PowerPac is organizing a $10 million get-out-the-vote effort with plans to hire people to contact minority voters and use targeted radio, phone and digital campaigns.      Individual donors from outside Georgia have contributed more than half of the $470,000 in larger donations that Abrams has reported, according to a Reuters analysis of campaign finance records. Billionaire George Soros, one of the Democratic Party’s biggest financial backers, and two sons donated $21,000 each.     By contrast, Evans is not receiving many donations from outside of Georgia, nor national endorsements. Her campaign is focused on restoring cuts to a state college scholarship called HOPE. Most of her money has come from in-state donors, who have fueled almost all of her reported $390,000 in major donations.     She has support from Georgia’s last Democratic governor, as well as a big-name Democratic strategist, Paul Begala, who worked for the governor who created the scholarship.      The Georgia contest reflects divisions between those who want to broaden the Democratic electorate by bringing back voters who have shifted away, and those who want to drill deeper into the party’s base to increase turnout, said Begala, calling it “an utterly false choice.” “It is like a football team saying, ‘Do you play offense, or defense?’” Begala said. “You have to do both.”      At a recent barbecue luncheon in Athens, Evans pointed out that she outperformed Clinton last year in her district by 12 percentage points, picking up moderate voters.     “You can win in areas where you might not think you are going to have support, if you show up and talk to people,” she told lawyers lunching on pulled pork served on paper placemats.     Evans is not knocking on voters’ doors just yet. But she is traveling the state talking to local Democratic organizations and African-American churches.         Lukis Newborn, an undecided rural voter, recently heard Abrams speak in a suburban Atlanta sports bar. He found her exciting. But he also connects with Evans, having been raised in a household where dinner was rice and beans or peanut butter and jelly. “Both are a part of me,” said Newborn, 26, from Paulding County. “It’s an internal struggle of a Georgia Democrat like no other.”     ",no,no
"House Intelligence Committee Chairman Devin Nunes is going to have a bad day. He s been under the assumption, like many of us, that the Christopher Steele-dossier was what prompted the Russia investigation so he s been lashing out at the Department of Justice and the FBI in order to protect Trump. As it happens, the dossier is not what started the investigation, according to documents obtained by the New York Times.Former Trump campaign adviser George Papadopoulos was drunk in a wine bar when he revealed knowledge of Russian opposition research on Hillary Clinton.On top of that, Papadopoulos wasn t just a covfefe boy for Trump, as his administration has alleged. He had a much larger role, but none so damning as being a drunken fool in a wine bar. Coffee boys  don t help to arrange a New York meeting between Trump and President Abdel Fattah el-Sisi of Egypt two months before the election. It was known before that the former aide set up meetings with world leaders for Trump, but team Trump ran with him being merely a coffee boy.In May 2016, Papadopoulos revealed to Australian diplomat Alexander Downer that Russian officials were shopping around possible dirt on then-Democratic presidential nominee Hillary Clinton. Exactly how much Mr. Papadopoulos said that night at the Kensington Wine Rooms with the Australian, Alexander Downer, is unclear,  the report states.  But two months later, when leaked Democratic emails began appearing online, Australian officials passed the information about Mr. Papadopoulos to their American counterparts, according to four current and former American and foreign officials with direct knowledge of the Australians  role. Papadopoulos pleaded guilty to lying to the F.B.I. and is now a cooperating witness with Special Counsel Robert Mueller s team.This isn t a presidency. It s a badly scripted reality TV show.Photo by Win McNamee/Getty Images.",yes,no
"Jared Kushner, senior White House adviser and son-in-law of President Donald Trump, was interviewed by special counsel Robert Mueller s office at the beginning of November, according to a source familiar with the process. As part of an interview that lasted approximately 90 minutes, Kushner was quizzed mainly on his interactions, meetings, and any general contact he had with former national security adviser Michael Flynn, as well as his son, in regards to Flynn s private business dealings with his firm, Flynn Intel Group. Mr. Kushner has voluntarily cooperated with all relevant inquiries and will continue to do so,  Kushner s attorney, Abbe Lowell, said in a statement given to NBC News.The news of Kushner s interview first came to light when grand jury testimony related to Flynn s private business dealings was postponed by prosecutors working for Mueller, the reason for which is still unclear. This postponement came just a week after Flynn s attorneys alerted President Trump s legal team that information related to the case could no longer be shared between the two parties, nor are they allowed to publicly comment on the matter. It is not uncommon for defense teams to share information, but the practice is considered unethical once a conflict of interest arises, not that Donald Trump has ever been particularly concerned with matters as trivial as  ethics. The fact that Flynn s attorneys are no longer sharing information with Trump s legal team is in no way proof that Flynn is cooperating with the special counsel, but it is a decent sign that he is working with them, but Trump s team has been expecting this for quite some time. It is probably a plea deal,  Jay Sekulow, a member of President Trump s legal team, told CBS News earlier in the month.  That is the assumption. And if it is a plea that doesn t necessarily mean it has anything to do with the president. The Manafort indictment didn t have anything to do with the campaign or Trump. Michael Flynn served as the head of the Defense Intelligence Agency until he was fired from the position in 2014 by former President Barack Obama, however, he still retained a security clearance, even during Trump s presidential campaign and transition into the White House until Flynn s role was terminated 23 days into Trump s presidency. Any possible cooperation Flynn has with the prosecution could give Mueller s counsel insight into the Trump campaign s operations and potential dealings with Russia, as well as the first few weeks of his presidency.The FBI is already looking into both Flynn s Trump lobbying and Flynn Intel Group s research work for an unfinished film for which the firm was paid $530,000 by a Turkish businessman. Employees of Sphere Consulting, who did public relations work on the film, have been turning over documents requested by Mueller s investigators and sitting for voluntary interviews for several months.Featured image via Olivier Douliery   Pool/Getty Images",yes,no
"The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bosses, will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes, hate these big Cuts! [0724 EST] - Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success! [0745 EST] - Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN [0856 EST] - House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts. House Republicans, don’t let this happen. Pass the C.R. TODAY and keep our Government OPEN! [0952 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",no,No
"WASHINGTON (Reuters) - The Republican-led U.S. Senate voted on Tuesday to begin debate on sweeping tax legislation, setting the stage for lawmakers to hold their final vote on the tax cut package later in the evening. The Senate voted 51-48 to debate the legislation about an hour after the House of Representatives approved what is widely expected to become the first overhaul of the U.S. tax code in more than 30 years. The debate period is due to last 10 hours officially but could be shortened to as little as five hours by parliamentary procedure. ",no,no
"A backlash ensued after Donald Trump launched a sexist rant against Kirsten Gillibrand Thursday morning, saying that the Democratic Senator  would do anything  for a campaign contribution. Trump was calling Gillibrand a whore.White House press secretary Sarah Huckabee Sanders somehow denied that Trump s tweet was sexist. There is no way that is sexist at all,  Sanders told reporters.Then Sanders tried to explain what Trump really meant (we all know what he really meant). According to Sanders, Trump was merely accusing Gillibrand of being  controlled by contributions,  and hammering home his pledge to  drain the swamp  in Washington, according to The Hill. I think that the president is very obvious,  she said.  This is the same sentiment the president has expressed many times before when he has exposed the corruption of the entire political system. Sanders claims that Trump does not owe Gillibrand an apology if his words were taken as sexist. I think only if your mind is in the gutter you would have read it that way, so no,  she said.Watch:Gillibrand called on Trump to resign after Trump s accusers came back into the spotlight by hosting a press conference in which they called for an investigation into his past behavior. Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office  begging  for campaign contributions not so long ago (and would do anything for them), is now in the ring fighting against Trump. Very disloyal to Bill & Crooked-USED!  Trump tweeted this morning.Gillibrand responded to Trump s attack, saying that she won t be silenced. You cannot silence me or the millions of women who have gotten off the sidelines to speak out about the unfitness and shame you have brought to the Oval Office,  she tweeted.Yeah, Trump, you called her a whore.Image via screen capture.",yes,no
"WASHINGTON (Reuters) - The chairman of the U.S. House of Representatives Appropriations Committee introduced a bill on Monday to provide $81 billion in emergency aid for recent hurricanes and wildfires. The legislation includes $27.6 billion for the Federal Emergency Management Agency and $26.1 billion for community development block grants, Representative Rodney Frelinghuysen said in a statement. President Donald Trump had requested $44 billion last month, which was widely criticized by lawmakers as being insufficient. ",no,"No, the given text is not fake news and does not spread misinformation."
